,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
410,35,0,1,1182,2,11,2,1,4,1,54,3,2,7,4,0,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2
411,44,0,0,111,1,17,3,1,4,1,74,1,1,6,3,2,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0
412,48,0,2,530,2,29,1,1,1,0,91,3,3,3,3,1,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0
413,54,0,2,1217,1,2,4,1,1,0,60,3,3,5,3,1,13549,24001,9,0,12,3,1,1,16,5,1,4,3,0,3
414,45,0,2,930,2,9,3,1,4,1,74,3,3,7,1,0,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2
415,26,0,1,575,1,1,2,1,1,0,71,1,1,2,4,0,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0
416,35,0,2,890,2,2,3,1,4,0,97,3,1,8,4,1,2014,9687,1,0,13,3,1,0,2,3,3,2,2,2,2
417,27,0,2,798,1,6,4,1,1,0,66,2,1,6,3,0,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3
418,30,0,2,438,1,18,3,1,1,0,75,3,1,6,3,2,2632,23910,1,0,14,3,3,0,5,4,2,5,4,0,4
419,41,0,2,549,1,7,2,1,4,0,42,3,2,4,3,2,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1
420,40,0,2,630,2,4,4,1,3,1,67,2,3,7,4,1,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11
421,56,0,2,832,1,9,3,1,3,1,81,3,4,0,4,1,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1
422,41,0,1,1200,1,22,3,1,4,0,75,3,2,6,4,0,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3
423,44,0,2,136,1,28,3,1,4,1,32,3,4,5,1,1,16328,22074,3,0,13,3,3,1,24,1,4,20,6,14,17
424,52,0,2,258,1,8,4,1,3,0,54,3,1,2,1,1,2950,17363,9,0,13,3,3,0,12,2,1,5,4,0,4
425,34,0,1,829,1,15,3,1,2,1,71,3,4,5,1,0,17007,11929,7,0,14,3,4,2,16,3,2,14,8,6,9
426,53,0,1,124,2,2,3,1,3,0,38,2,3,7,2,1,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12
427,33,1,2,465,1,2,2,1,1,0,39,3,1,2,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7
428,58,0,2,848,1,23,4,1,1,1,88,3,1,6,3,0,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2
429,37,0,1,663,1,11,3,1,2,1,47,3,3,5,4,0,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7
430,25,0,2,1382,2,8,2,1,1,0,85,3,2,7,3,0,4907,13684,0,1,22,4,2,1,6,3,2,5,3,0,4
431,28,0,1,467,2,7,3,1,3,1,55,3,2,7,1,2,4898,11827,0,0,14,3,4,0,5,5,3,4,2,1,3
432,34,0,2,943,1,9,3,1,4,1,86,3,3,0,4,0,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6
433,43,0,2,177,1,8,3,1,1,0,55,3,2,4,2,0,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0
434,50,0,2,691,1,2,3,1,3,1,64,3,4,5,3,1,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3
435,59,0,2,326,2,3,3,1,3,0,48,2,2,7,4,2,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5
436,38,0,1,693,1,7,3,1,4,1,57,4,1,6,3,0,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3
437,50,0,2,989,1,7,2,1,2,0,43,2,5,5,3,0,18740,16701,5,1,12,3,4,1,29,2,2,27,3,13,8
438,42,0,2,1128,1,13,3,1,2,1,95,4,2,0,1,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0
439,43,0,0,1344,1,7,3,1,4,1,37,4,1,6,4,0,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2
440,43,0,2,1034,2,16,3,1,4,0,80,3,4,3,4,1,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9
441,34,0,2,629,1,27,2,1,4,0,95,3,1,6,2,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2
442,54,0,2,584,1,22,5,1,2,0,91,3,4,3,3,1,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7
443,36,0,2,884,2,1,4,1,2,0,73,3,2,7,3,2,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0
444,46,1,2,377,2,9,3,1,1,1,52,3,3,7,4,0,10096,15986,4,0,11,3,1,1,28,1,4,7,7,4,3
445,27,0,1,1410,2,3,1,1,4,0,71,4,2,7,4,0,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4
446,39,1,2,1122,1,6,3,1,4,1,70,3,1,2,1,1,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2
447,30,0,2,852,2,10,3,1,3,1,72,2,2,7,3,1,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4
448,38,0,2,130,2,2,2,1,4,1,32,3,3,7,2,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0
449,31,1,1,523,1,2,3,1,2,1,94,3,1,2,4,1,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2
450,41,1,0,906,1,5,2,1,1,1,95,2,1,6,1,0,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0
451,26,1,1,575,1,3,1,1,3,1,73,3,1,6,1,2,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4
452,40,0,2,611,2,7,4,1,2,1,88,3,5,3,2,2,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8
453,28,0,1,783,2,1,2,1,3,1,42,2,2,7,4,1,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7
454,27,0,0,210,2,1,1,1,3,1,73,3,2,7,2,1,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4
455,49,0,2,1098,1,4,2,1,1,1,85,2,5,3,3,1,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0
456,32,0,2,128,1,2,1,1,4,1,84,2,2,2,1,2,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4
457,59,0,2,1324,1,3,3,1,3,0,81,4,1,2,1,1,2670,9964,4,1,20,4,1,3,12,3,2,1,0,0,0
458,31,0,2,1463,1,23,3,1,2,1,64,2,2,0,4,1,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8
459,36,0,2,852,1,5,4,1,2,0,82,2,1,6,1,1,3419,13072,9,1,14,3,4,1,6,3,4,1,1,0,0
460,32,0,2,267,1,29,4,1,3,0,49,2,1,2,2,2,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1
461,30,0,2,501,2,27,5,1,3,1,99,3,2,7,4,0,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7
462,36,0,2,922,1,3,2,1,1,0,39,3,1,2,4,0,2835,2561,5,0,22,4,1,1,7,2,3,1,0,0,0
463,37,0,0,1252,2,19,2,1,1,1,32,3,3,7,2,2,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9
464,40,0,2,448,1,16,3,1,3,0,84,3,3,4,4,2,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3
465,40,1,0,1479,2,24,3,1,2,0,100,4,4,7,2,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0
466,59,0,0,1420,0,2,4,1,3,0,32,2,5,3,4,1,18844,21922,9,0,21,4,4,1,30,3,3,3,2,2,2
467,29,0,2,1246,2,19,3,1,3,1,77,2,2,7,3,0,8620,23757,1,0,14,3,3,2,10,3,3,10,7,0,4
468,31,0,2,525,2,6,4,1,1,1,66,4,2,7,4,0,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7
469,38,0,1,508,1,6,4,1,1,1,72,2,2,4,3,1,5321,14284,2,0,11,3,4,1,10,1,3,8,3,7,7
470,44,1,2,1097,1,10,4,1,3,1,96,3,1,6,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2
471,25,1,2,867,2,19,2,1,3,1,36,2,1,8,2,1,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0
472,24,0,0,673,1,11,2,1,1,0,96,4,2,4,3,0,4011,8232,0,0,18,3,4,1,5,5,2,4,2,1,3
473,41,0,2,1411,1,19,2,1,3,1,36,3,2,6,1,0,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0
474,48,1,2,626,1,1,2,1,1,1,98,2,3,2,3,2,5381,19294,9,1,13,3,4,0,23,2,3,1,0,0,0
475,28,0,2,440,1,21,3,1,3,1,42,3,1,6,4,1,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2
476,42,0,1,1474,1,5,2,1,2,1,97,3,1,2,3,1,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0
477,20,1,2,1097,1,11,3,1,4,0,98,2,1,6,1,2,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0
478,37,0,2,783,1,7,4,1,4,1,78,3,2,6,1,1,4284,13588,5,1,22,4,3,1,16,2,3,5,3,0,4
479,29,0,2,1010,1,1,3,1,1,0,97,3,1,6,4,0,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2
480,30,0,2,1358,2,16,1,1,4,1,96,3,2,7,3,1,5301,2939,8,0,15,3,3,2,4,2,2,2,1,2,2
481,18,0,2,812,2,10,3,1,4,0,69,2,1,8,3,2,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0
482,33,0,2,1242,2,8,4,1,1,1,46,3,2,7,1,1,6392,10589,2,0,13,3,4,1,8,6,1,2,2,2,2
483,36,0,1,1480,1,3,2,1,4,1,30,3,1,2,2,2,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2
484,47,0,1,1379,1,16,4,1,3,1,64,4,2,4,3,0,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7
485,44,0,2,661,1,9,2,1,2,1,61,3,1,6,1,1,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1
486,35,0,2,1361,2,17,4,1,3,1,94,3,2,7,1,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7
487,26,0,1,496,1,11,2,1,1,1,60,3,2,0,1,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3
488,40,0,2,896,1,2,3,1,3,1,68,3,1,6,3,0,2345,8045,2,0,14,3,3,1,8,3,4,3,1,1,2
489,39,0,2,867,1,9,2,1,1,1,87,3,2,4,1,1,5151,12315,1,0,25,4,4,1,10,3,3,10,0,7,9
490,40,0,2,1322,1,2,4,1,3,1,52,2,1,6,3,2,2809,2725,2,0,14,3,4,0,8,2,3,2,2,2,2
491,35,0,2,1490,1,11,4,1,4,1,43,3,1,2,3,1,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2
492,56,0,0,667,1,1,4,1,3,1,57,3,2,0,3,0,6306,26236,1,0,21,4,1,1,13,2,2,13,12,1,9
493,48,0,2,969,1,2,2,1,4,1,76,4,1,2,2,2,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0
494,28,0,2,995,1,9,3,1,3,0,77,3,1,6,3,0,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2
495,41,0,2,337,2,8,3,1,3,0,54,3,2,7,2,1,4393,26841,5,0,21,4,3,1,14,3,3,5,4,1,4
496,28,0,2,857,1,10,3,1,3,0,59,3,2,6,3,2,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7
497,32,1,2,1045,2,4,4,1,4,1,32,1,3,7,4,1,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8
498,35,0,2,1296,1,5,4,1,3,1,62,3,3,4,2,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13
499,32,0,2,906,2,7,3,1,4,1,91,2,2,7,3,1,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8
500,29,1,2,992,1,1,3,1,3,1,85,3,1,6,3,2,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5
501,29,1,2,1092,1,1,4,1,1,1,36,3,1,6,4,1,4787,26124,9,1,14,3,2,3,4,3,4,2,2,2,2
502,28,0,2,1117,1,8,2,1,4,0,66,3,1,6,4,2,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2
503,34,1,0,1362,2,19,3,1,1,1,67,4,2,7,4,2,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4
504,30,0,2,1339,2,5,3,1,2,0,41,3,3,7,4,1,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4
505,29,1,2,408,1,25,5,1,3,0,71,2,1,6,2,1,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1
506,59,0,2,142,1,3,3,1,3,1,70,2,1,6,4,1,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0
507,51,0,2,1318,2,26,4,1,1,0,66,3,4,3,3,1,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17
508,31,0,2,670,1,26,1,1,1,1,31,3,1,6,3,0,2911,15170,1,0,17,3,4,1,5,1,2,5,2,4,3
509,37,0,2,1225,1,10,2,1,4,1,80,4,1,6,4,2,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0
510,32,0,2,824,1,5,2,1,4,0,67,2,2,6,2,1,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5
511,35,0,1,664,1,1,3,1,2,1,79,3,1,6,1,1,2194,5868,4,0,13,3,4,1,5,2,2,3,2,1,2
512,40,0,1,530,1,1,4,1,3,1,78,2,4,0,2,1,13503,14115,1,0,22,4,4,1,22,3,2,22,3,11,11
513,55,0,2,685,2,26,5,1,3,1,60,2,5,3,4,1,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13
514,24,0,2,1371,2,10,4,1,4,0,77,3,2,7,3,0,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3
515,36,0,1,607,2,7,3,1,1,0,83,4,2,7,1,1,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13
516,35,0,2,755,1,9,4,1,3,1,97,2,2,0,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0
517,51,0,2,833,1,1,3,1,3,1,96,3,1,6,4,1,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0
518,30,1,1,600,0,8,3,1,3,0,66,2,1,1,4,0,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2
519,39,0,2,412,1,13,4,1,3,0,94,2,4,3,2,0,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2
520,39,0,2,1132,1,1,3,1,3,1,48,4,3,0,4,0,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7
521,36,0,2,430,1,2,4,1,4,0,73,3,2,6,2,1,6962,19573,4,1,22,4,4,1,15,2,3,1,0,0,0
522,30,0,2,317,1,2,3,1,3,0,43,1,2,4,4,2,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2
523,47,0,0,1162,1,1,1,1,3,0,98,3,3,5,2,1,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12
524,38,0,2,1495,1,4,2,1,4,0,87,3,1,2,3,1,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0
525,26,1,2,1357,1,25,3,1,1,1,48,1,1,2,3,2,2293,10558,1,0,12,3,3,0,1,2,2,1,0,0,1
526,40,0,0,1151,1,9,5,1,4,1,63,2,2,0,4,1,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2
527,47,0,2,703,2,14,4,1,4,1,42,3,2,7,1,2,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7
528,40,0,0,458,1,16,2,1,3,1,74,3,1,6,3,0,3544,8532,9,0,16,3,2,1,6,0,3,4,2,0,0
529,38,0,2,362,1,1,1,1,3,0,43,3,1,6,1,2,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0
530,35,0,2,1258,1,1,4,1,4,0,40,4,1,6,3,2,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2
531,36,0,2,132,1,6,3,1,2,0,55,4,1,2,4,1,3038,22002,3,0,12,3,2,0,5,3,3,1,0,0,0
532,35,0,0,727,1,3,3,1,3,1,41,2,1,2,3,1,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0
533,37,0,2,1372,1,1,3,1,4,0,42,3,1,6,4,2,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7
534,20,0,2,727,2,9,1,1,4,1,54,3,1,8,1,2,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2
535,29,0,2,1328,1,2,3,1,3,1,76,3,1,6,2,1,2703,4956,0,0,23,4,4,1,6,3,3,5,4,0,4
536,52,0,2,621,2,3,4,1,3,1,31,2,4,3,1,1,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16
537,38,0,2,1380,1,9,2,1,3,0,75,3,1,2,4,2,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1
538,28,0,2,640,1,1,3,1,4,1,84,3,1,6,1,2,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2
539,42,0,2,419,2,12,4,1,2,1,77,3,2,7,4,0,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0
540,44,0,2,1112,0,1,4,1,1,0,50,2,2,1,3,2,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2
541,34,0,2,1354,1,5,3,1,3,0,45,2,3,3,1,2,11631,5615,2,0,12,3,4,0,14,6,3,11,10,5,8
542,26,1,2,950,2,4,4,1,4,1,48,2,2,7,4,2,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4
543,35,0,2,776,2,1,4,1,3,1,32,2,2,7,1,2,4312,23016,0,0,14,3,2,0,16,2,3,15,13,2,8
544,46,0,1,1211,2,5,4,1,1,1,98,3,2,7,4,2,5772,20445,4,1,21,4,3,0,14,4,3,9,6,0,8
545,46,0,2,150,1,2,4,1,4,1,60,3,2,4,4,0,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4
546,43,0,2,415,2,25,3,1,3,1,79,2,3,7,4,0,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0
547,56,0,1,1240,1,9,3,1,1,0,63,3,1,6,3,1,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3
548,35,0,1,146,1,2,4,1,1,1,79,2,1,6,4,2,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4
549,47,0,2,359,1,2,4,1,1,0,82,3,4,5,3,1,17169,26703,3,0,19,3,2,2,26,2,4,20,17,5,6
550,54,0,1,928,1,20,4,1,4,0,31,3,2,6,3,2,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3
551,27,0,1,829,2,8,1,1,3,1,84,3,2,7,4,1,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1
552,32,0,2,117,2,13,4,1,2,1,73,3,2,7,4,0,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3
553,45,0,2,954,2,2,2,1,2,1,46,1,2,8,3,2,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1
554,38,0,1,148,1,2,3,1,4,0,42,2,1,2,2,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3
555,27,0,1,793,2,2,1,1,4,1,43,1,2,7,4,2,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0
556,42,0,1,532,1,29,2,1,1,0,92,3,2,6,3,0,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2
557,35,1,1,130,1,25,4,1,4,0,96,3,1,6,2,0,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8
558,50,1,2,410,2,28,3,1,4,1,39,2,3,7,1,0,10854,16586,4,1,13,3,2,1,20,3,3,3,2,2,0
559,36,0,0,301,2,15,4,1,4,1,88,1,2,7,4,0,5406,10436,1,0,24,4,1,1,15,4,2,15,12,11,11
560,31,0,1,163,1,24,1,1,4,0,30,3,2,4,4,2,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4
561,26,1,2,1449,1,16,4,1,1,1,45,3,1,2,2,0,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2
562,31,1,1,667,2,1,4,1,2,0,50,1,1,8,3,2,1359,16154,1,0,12,3,2,0,1,3,3,1,0,0,0
563,22,0,2,1230,1,1,2,1,4,1,33,2,2,4,4,1,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2
564,34,0,2,1442,1,9,3,1,4,0,46,2,3,0,2,2,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7
565,58,0,2,1145,1,9,3,1,2,0,75,2,1,6,2,1,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0
566,29,0,2,738,1,9,5,1,2,1,30,2,1,2,4,2,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2
567,28,1,2,1404,1,17,3,1,3,1,32,2,1,2,4,0,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3
568,21,0,2,1343,2,22,1,1,3,1,49,3,1,8,3,2,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2
569,34,0,0,1065,2,23,4,1,2,1,72,3,2,7,3,2,4568,10034,0,0,20,4,3,0,10,2,3,9,5,8,7
570,38,0,2,1035,2,3,4,1,2,1,42,3,2,7,4,2,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0
571,36,0,2,216,1,6,2,1,2,1,84,3,2,4,2,0,4941,2819,6,0,20,4,4,2,7,0,3,3,2,0,1
572,39,0,1,945,1,22,3,1,4,0,82,3,3,4,1,2,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8
573,34,0,2,258,2,21,4,1,4,1,74,4,2,7,4,2,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7
574,32,0,0,953,1,5,4,1,2,1,65,3,1,6,2,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7
575,34,0,2,479,1,7,4,1,1,1,35,3,1,6,4,2,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0
576,42,0,0,179,0,2,5,1,4,1,79,4,2,1,1,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3
577,31,1,1,534,1,20,3,1,1,1,66,3,3,0,3,1,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0
578,19,1,2,303,1,2,3,1,2,1,47,2,1,2,4,2,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0
579,52,0,0,715,1,19,4,1,4,1,41,3,1,6,4,1,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2
580,35,1,1,880,2,12,4,1,4,1,36,3,2,7,4,2,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7
581,57,0,2,210,2,29,3,1,1,1,56,2,4,3,4,0,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0
582,31,0,1,798,1,7,2,1,3,0,48,2,3,4,3,1,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9
583,42,0,2,1265,1,3,3,1,3,0,95,4,2,2,4,1,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3
584,36,0,2,1425,1,14,1,1,3,1,68,3,2,0,4,1,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11
585,42,0,2,544,0,2,1,1,3,1,52,3,1,1,3,0,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0
586,35,0,2,619,2,1,3,1,2,1,85,3,2,7,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9
587,25,0,2,266,1,1,3,1,4,0,40,3,1,6,2,2,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1
588,22,0,0,1123,1,16,2,1,4,1,96,4,1,2,4,0,2935,7324,1,1,13,3,2,2,1,2,2,1,0,0,0
589,54,0,1,1050,1,11,4,1,2,0,87,3,4,3,4,0,16032,24456,3,0,20,4,1,1,26,2,3,14,9,1,12
590,44,0,1,1193,1,2,1,1,2,1,86,3,3,4,3,2,10209,19719,5,1,18,3,2,0,16,2,2,2,2,2,2
591,42,0,2,300,1,2,3,1,1,1,56,3,5,3,3,1,18880,17312,5,0,11,3,1,0,24,2,2,22,6,4,14
592,28,0,2,866,2,5,3,1,4,1,84,3,2,7,1,2,8463,23490,0,0,18,3,4,0,6,4,3,5,4,1,3
593,35,0,2,1224,2,7,4,1,3,0,55,3,2,7,4,1,5204,13586,1,1,11,3,4,0,10,2,3,10,8,0,9
594,47,0,0,1169,1,14,4,1,3,1,64,3,2,6,2,1,5467,2125,8,0,18,3,3,1,16,4,4,8,7,1,7
595,23,0,2,1309,1,26,1,1,3,1,83,3,1,6,4,0,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2
596,26,0,2,703,2,28,2,1,1,1,66,3,2,7,2,1,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4
597,33,0,1,553,1,5,4,1,4,0,74,3,3,3,2,1,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8
598,33,0,0,1038,2,8,1,1,2,0,88,2,1,8,4,2,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2
599,38,0,2,1009,2,2,2,1,2,0,31,3,2,7,1,0,6893,19461,3,0,15,3,4,1,11,3,3,7,7,1,7
600,42,0,2,319,1,24,3,1,4,1,56,3,3,4,1,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8
601,27,0,2,1157,1,17,3,1,3,1,51,3,1,6,2,1,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1
602,52,0,2,1053,1,1,2,1,4,1,70,3,4,3,4,1,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8
603,49,0,1,1023,2,2,3,1,4,1,63,2,2,7,2,1,5390,13243,2,0,14,3,4,0,17,3,2,9,6,0,8
604,41,0,2,802,2,9,1,1,3,1,96,3,3,7,3,0,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7
605,39,1,1,203,1,2,3,1,1,1,84,3,4,0,4,0,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5
606,30,0,1,1312,1,2,4,1,4,0,78,2,1,6,1,2,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7
607,39,0,2,492,1,12,3,1,4,1,66,3,2,4,2,1,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0
608,41,0,2,167,1,12,4,1,2,1,46,3,1,2,4,1,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0
609,37,0,2,397,1,7,4,1,1,1,30,3,3,5,3,2,13664,25258,4,0,13,3,1,0,16,3,4,5,2,0,2
610,28,0,2,580,1,27,3,1,2,0,39,1,2,4,1,0,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0
611,41,0,2,483,1,6,3,1,4,1,95,2,2,4,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2
612,43,0,2,1473,1,8,4,1,3,0,74,3,2,0,3,0,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2
613,53,0,2,1395,1,24,4,1,2,1,48,4,3,0,4,1,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2
614,37,0,2,1305,1,10,4,1,3,1,49,3,2,4,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1
615,30,1,1,464,1,4,3,1,3,1,40,3,1,6,4,2,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0
616,31,0,2,1332,1,11,2,1,3,1,80,3,2,0,1,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1
